,Open,High,Low,Close,Adj Close,Volume
2010-03-15,40.35150152908422,40.15277996164661,40.01048473128755,40.06256670014408,40.10612692225302,5928335
2010-03-16,39.37169155861807,39.73447741572134,38.7624836662175,39.413041960112096,39.56132300449779,3401719
2010-03-17,40.386167544708854,40.76214368207369,39.95123172717612,40.05211550922694,40.205826500087014,7058548
2010-03-18,41.08409460578695,41.1493179037023,40.367976268708404,41.110512291996855,40.94956395602367,7927646
2010-03-19,41.879912191086056,42.878110033885925,41.34204004885985,42.06918967138702,42.03904721638536,6081787
2010-03-22,40.96182540191264,41.817778627829234,40.87402015377309,41.25736940843836,41.24281461558721,3779653
2010-03-23,40.56886789656599,41.49297390588381,40.365536297474364,40.97555429286112,41.17125983709186,7661914
2010-03-24,41.360799072493165,41.557882074013285,40.822129467492395,41.334214984538654,41.407789066827235,7617862
2010-03-25,42.004519997040674,42.5478201141889,41.65715857491057,42.337157371934985,42.29788814164312,6904944
2010-03-26,41.79467991823454,42.674549731902005,41.52365397631078,41.88538039436367,41.68686793705965,7041287
2010-03-29,41.80161974548846,41.97603967989779,41.07132820036937,41.72711867797383,41.7544020213262,3182136
2010-03-30,40.46582175913116,41.27863855703701,40.27222039647754,40.648180964241774,40.4839931958612,8984811
2010-03-31,39.22293278346562,39.78977563154804,38.73639684040423,39.47937160043507,39.611410341913896,6528950
2010-04-01,40.54082632425937,40.43158720141904,39.92709108192706,40.319294683103244,40.421108425988436,7404573
2010-04-02,42.07558200921459,41.711869158565015,41.31708037142075,41.70293197194804,41.6864631337694,8091221
2010-04-05,41.32541949911326,42.11177602711547,41.00422362796571,41.65831911064168,41.62882951128722,3376238
2010-04-06,42.39519745894932,43.52235457313283,41.98779857126227,42.68924926880767,42.85887029026143,2988527
2010-04-07,43.47461365868144,43.39631761928665,42.600553779330944,43.078282554129274,42.98715404460273,8495937
2010-04-08,42.06804124359159,42.763891790806355,42.30787374262757,42.460560059798134,42.35399253007037,5717198
2010-04-09,43.25867765673093,43.144234989019814,42.448490175137586,42.84935292558052,43.03754618361212,5408366
2010-04-12,43.974764559313144,44.877183622903054,43.55485207677009,44.41478675232046,44.55213763125495,6324172
2010-04-13,44.73822325521095,44.79772442467813,43.73761048474069,44.406357973484475,44.54873612209651,8016374
2010-04-14,45.82114422595442,46.80789216935163,45.252155269221724,45.99839888957246,45.85819292442301,7332560
2010-04-15,43.78679925307956,43.844904271561504,43.37755454020968,43.40605104575668,43.251219921714934,5942345
2010-04-16,44.093327801027286,44.70477083552125,43.841245117429025,44.25535081040588,44.04559352493979,1269432
2010-04-19,44.506725936420146,44.49258552513395,43.79598619426041,44.36979513891802,44.25312099512485,8374285
2010-04-20,43.72778901966813,44.964925651321444,43.36612635114369,44.09818504872612,44.219098079148324,4010212
2010-04-21,43.98947326293831,44.43840582708821,44.17376808462466,44.2173430855356,44.10239498126997,7318461
2010-04-22,42.48846973243579,42.319174590719314,41.53673830870475,42.25717143120869,42.3539839985119,1311968
2010-04-23,42.08903015313963,42.62280037422248,41.60352822742373,42.06489680364515,41.96053727149358,5534150
2010-04-26,42.8127472900545,42.95486561830785,42.28188941599417,42.44940663543086,42.40495892210814,7738246
2010-04-27,43.89206373394559,44.31964997689715,43.6758007962648,43.95469794044635,44.167070465539055,5648232
2010-04-28,43.785294181328304,43.830826769693445,43.218750248552496,43.46382498244668,43.35291039995628,7976117
2010-04-29,42.639154215614354,43.35290204596634,42.22955839769674,42.68272863982746,42.62996025015806,3676707
2010-04-30,42.61293461894298,42.37358308258108,42.16473749167112,42.2083688565169,42.12441099994476,3100998
2010-05-03,43.548016049527874,43.85906601370678,43.014347825559334,43.15116823449294,42.982716855598774,9452179
2010-05-04,43.35864053547767,44.07182152603538,42.8001547336193,43.507316604426606,43.50291981684787,2849489
2010-05-05,43.33688625219217,43.36530917506794,42.89090109138711,43.00495366093354,42.952784636913506,7416364
2010-05-06,43.84835739906518,43.94452114098324,43.34235065681795,43.545618354320865,43.63048314092836,6809322
2010-05-07,43.417400883885676,43.894249312904535,43.274118432252344,43.67009316394288,43.80878699848022,8325005
2010-05-10,44.777166852192515,45.338016227382084,44.20417958246443,44.66613541474974,44.685900052147,4071284
2010-05-11,43.61551283737849,44.44272195622251,43.31963248470844,43.99147958114636,43.78568586568904,5158989
2010-05-12,43.98544070248378,43.971585189084415,43.300324752954,43.69121469482256,43.74317331680521,6270266
2010-05-13,43.044488021649364,43.84299915409794,42.64206235183771,43.32650380196438,43.133870149703014,4834424
2010-05-14,41.53081135663726,42.724620127377186,41.37233080301891,41.89038611410623,41.939128227330045,7920538
2010-05-17,42.1296608217012,42.581386050175375,42.11841602138396,42.213903651444774,42.292012015955585,2196439
2010-05-18,42.567743626562425,43.28498726092555,42.369467094352366,42.50235618389864,42.373900304485595,8417513
2010-05-19,42.836793812678714,42.828371808109694,42.16308347395161,42.534866900815075,42.67070036012676,6677669
2010-05-20,42.72914871677573,42.37401119454537,41.99168890678594,42.327677027713904,42.50167981451552,6544923
2010-05-21,40.89016037398348,41.106935771663885,40.33089390649283,40.93970354593746,41.06788042088664,6857385
2010-05-24,40.190009098050275,40.88598756324749,40.075518831718526,40.54645548344607,40.46743416801408,4947135
2010-05-25,40.43158229308001,40.40786149062943,39.91883751454631,40.23113822719327,40.26599569729448,1244985
2010-05-26,39.50768807477554,39.456437379816926,39.32150698150084,39.45625821824562,39.61992875463892,1110295
2010-05-27,39.281389050732,40.04197034294455,39.1439743185639,39.32236976685359,39.25185088737654,5586739
2010-05-28,39.6021720787962,40.42476645254376,39.29625063033726,39.753817883942105,39.881041161583454,8262497
2010-05-31,41.66939985385812,42.28598880747204,41.31452915538749,41.66740104542661,41.46301208114186,6549318
2010-06-01,41.734288432200835,42.00990196699808,41.43818224768709,41.869376118532415,41.66155608964459,6056332
2010-06-02,42.37100699924183,42.25580067276144,42.01042793217149,42.15432376952916,42.26380346369566,9787257
2010-06-03,42.144239993116706,42.164208149737945,41.5490115951912,42.10727511403696,42.21736356672222,6939244
2010-06-04,40.5190066157594,40.79825088485052,39.53018888428205,40.21590115901189,40.33211593925066,6327180
2010-06-07,40.25180846850969,40.96385793658834,40.009314592440795,40.216784543836646,40.3897275107108,5395472
2010-06-08,40.09342842340542,40.651461876309384,39.908208176677775,40.30441201405164,40.150411399688004,1659784
2010-06-09,43.09555128964323,42.897024010417496,41.960096543317135,42.7950513868109,42.6803542234103,5234919
2010-06-10,42.678872740353064,43.06695469981561,42.34596518992213,42.63008768230375,42.802195969854424,6269743
2010-06-11,42.70715577877131,43.2587419084018,42.44777998205938,42.959032284911345,42.82037607890837,9107891
2010-06-14,43.057815227406216,43.273705262798,42.874236570288815,42.95171777548007,43.02998837619389,3724541
2010-06-15,41.6914585134292,42.32999909645998,41.30368195651268,41.810436998134506,41.82317371157431,4664454
2010-06-16,43.27671266324182,43.598476608087935,42.90360842269863,42.980657072923506,42.801510976512795,5831205
2010-06-17,43.719115308948034,43.85678760767047,42.92046475527067,43.75998736588425,43.666018771479905,9869764
2010-06-18,44.780304517023545,44.61014769589782,43.940354416602034,44.57841657320127,44.58749818471152,5311760
2010-06-21,43.3429539321632,44.565399996028454,43.00763105554233,43.6964263786805,43.85039078801245,9554855
2010-06-22,45.03277655788049,45.336662815642995,44.491140980182706,45.12661794989057,45.220273051197964,5117881
2010-06-23,44.17502132039932,43.799268186610945,43.23612571559448,43.75216414737226,43.80549066824003,9976768
2010-06-24,44.64012406732692,44.5349002677219,43.96719812675073,44.36641850144651,44.3646584367955,4913799
2010-06-25,46.26744318852317,46.620567845269875,45.78453741803804,46.584271387530464,46.490489788203874,3280687
2010-06-28,45.41835920856068,45.978629456049646,44.748093790673025,45.621132322673745,45.44742753984139,9448503
2010-06-29,44.92878619008671,45.805713119068386,44.632278564343586,45.08223185334494,45.041241300437775,6186973
2010-06-30,45.345238854682094,45.51782879952453,44.366999892446444,45.20928047870656,44.99612708221368,8413262
2010-07-01,44.96312605508437,45.130597006917,44.21131510595897,44.73320208486433,44.60394813189776,2843681
2010-07-02,43.42557648958108,43.79377713787704,42.74466498981327,43.20993591407217,43.1807620240554,6537211
2010-07-05,43.31444824629169,43.746658424139476,42.912260508453215,43.30589614915217,43.27064739538845,3560282
2010-07-06,42.53376353074341,42.99927293004429,42.09405367947852,42.27098969570004,42.07835886429394,8101441
2010-07-07,42.71815348766393,43.5128205874317,42.768797441492495,42.771979386609196,42.81007217711672,5901951
2010-07-08,41.56491513211147,41.888253601760276,41.677667026887555,41.87995241264936,41.900760155357275,3403076
2010-07-09,43.51329342632599,44.13351966527354,43.01426038455117,43.457284077940876,43.273939666826635,8821308
2010-07-12,43.08770634647052,43.09490769945937,42.376931394643904,42.70142804587861,42.89066499785092,7007107
2010-07-13,42.655262041278036,43.24543433516666,42.02638764740315,42.40676378994691,42.23687499131475,2092886
2010-07-14,43.31575067340744,43.665651574511365,42.399463093722716,43.247678267590544,43.4011357997012,6479776
2010-07-15,42.16765777524558,42.874076442862766,41.74967270075157,42.044211211430564,41.834120379713944,2315707
2010-07-16,42.6633158590034,42.93742002684758,41.91653006462548,42.29906840630866,42.460769748206296,8038414
2010-07-19,43.571075171901896,43.85055898459969,43.51709311514857,43.633608420865066,43.424044809492415,9945352
2010-07-20,41.911713039325804,42.50635055350919,42.0131866150273,42.053522446577816,42.16194148727955,4839268
2010-07-21,42.668971143967184,43.10421680567427,41.61009131790174,42.265553565384096,42.20709642114836,3843356
2010-07-22,42.86214432371774,43.28264076541938,42.067149895936126,42.55283361990649,42.65420161852316,8266465
2010-07-23,43.20858988004733,43.446494321602486,42.70233929817681,43.36205375195777,43.319448455120266,1641471
2010-07-26,42.121965533740486,42.748007217521675,42.026158467849115,42.152500301353655,41.9716272620215,3449078
2010-07-27,40.79004374508244,41.14184472218157,40.392148870367,40.85944094854335,40.96874268878182,9124680
2010-07-28,41.11816937915839,41.414562313324836,41.19871926720533,41.40877977443422,41.23124074311015,8086211
2010-07-29,42.11528666541576,42.06993243847099,41.54280689425947,41.73316170794138,41.90932591208334,4848311
2010-07-30,41.93065311035285,42.20829742207571,42.001367419088396,42.01105181856123,41.822411288058866,5290427
2010-08-02,42.70306298067081,43.07905108680381,42.27440772471294,42.384897288332176,42.37613432855098,5648352
2010-08-03,41.47299243249734,42.013821266813004,41.474140621467654,41.732269827027665,41.82534715751749,6603832
2010-08-04,42.03212453022596,42.686906972538125,41.893761511340216,41.991920784462636,41.947092924523496,2263724
2010-08-05,41.90954388254956,42.31289652246497,41.47810997151192,42.31239051803529,42.19274524155057,4368173
2010-08-06,41.84540221898812,41.88169848908067,41.368496986886115,41.6254363602829,41.73328410353405,5464932
2010-08-09,43.58903333630539,43.72851162083077,43.40517779636732,43.518608131701626,43.64232923021781,2643323
2010-08-10,44.13040697604982,44.22547026227555,43.84456688845454,44.01983831288739,44.20590796138079,1127162
2010-08-11,42.471703687792534,42.914376098861865,42.352200683266226,42.855932075958705,42.80286147979871,2725874
2010-08-12,43.288255799301105,43.70283032146284,43.484113994217516,43.539882944866505,43.54260494274867,3676330
2010-08-13,42.22999144966215,43.0658445308408,41.85793232155498,42.592598534913165,42.53430138206611,9758449
2010-08-16,43.223828133630256,43.66002306920532,42.57236252132576,43.407080398929594,43.301636710037,1126193
2010-08-17,44.706731178270466,44.96533156016398,44.373008722187755,44.59307323821096,44.70501655060148,6118708
2010-08-18,43.857766822005125,44.12992197075952,43.40550663163003,43.79978818013323,43.7295560278999,7359152
2010-08-19,44.891026639451525,45.5752070390989,44.77073327981858,44.79056156965152,44.75837930122897,9273772
2010-08-20,45.27529318562976,46.04968662538984,44.65114380817804,45.23073975686199,45.18717063962461,9707237
2010-08-23,45.87101962015471,46.53450826620531,45.69872128969414,46.08019717713045,46.17819188922777,5331597
2010-08-24,47.7590921984504,48.32136610301813,47.74510759540225,48.00438742005837,48.204947651040605,1025294
2010-08-25,47.43952436649539,47.8884689802256,47.58871656048657,47.78639656432947,47.866083277080875,4662701
2010-08-26,47.38860357025537,47.95740154978927,46.444490385330894,47.06005766024595,47.046684413582355,7183744
2010-08-27,46.30556262038053,46.25358770722346,45.81337309827586,46.19794049089441,46.32692750364902,4153983
2010-08-30,45.12481973044196,45.679850635294144,45.2463625978077,45.409527466202945,45.47354187834966,4779445
2010-08-31,45.06698850900528,45.6302276197116,44.73466569754895,45.35982301706281,45.160516652696145,8266609
2010-09-01,46.06953846915129,46.0214008378072,45.211575537991905,45.72837225215343,45.54347579180003,1936402
2010-09-02,46.25593028880989,46.18371086361104,45.24192456597028,46.03246031175742,45.819752112430756,3645295
2010-09-03,47.03651584439469,47.621443260691514,46.77687887574514,46.887040821067416,46.86679327430774,3131910
2010-09-06,46.84002739316326,47.04241019450443,46.19005352718506,46.92743997321929,47.08035464801939,5072839
2010-09-07,48.1779238053423,49.0230672567284,47.75629429664646,48.40837131065058,48.317887917228084,7552728
2010-09-08,48.633025263339135,48.29042775350089,48.060307643906555,48.1711117376866,48.11531041004735,1629382
2010-09-09,51.22137908971727,50.99050979314474,50.21109110202227,50.918678164550194,51.12717849551755,5006249
2010-09-10,51.3672909542572,52.509760061267,51.11631550850828,51.571742772589175,51.74548975079987,8733963
2010-09-13,51.094705012490735,50.934932687023114,49.7829744478632,50.741982476446864,50.82573116070973,4810925
2010-09-14,49.955857761537885,50.51478504518238,49.557729840629065,49.69848723865972,49.5825922460618,4072542
2010-09-15,50.0045918706458,50.75525733743739,49.562844747728334,50.208356914176875,50.01607973497185,4589643
2010-09-16,49.938826188017664,50.09016704802933,49.630217442354514,50.012291389125,49.77026131737181,5792120
2010-09-17,50.434908719306904,51.723539553510236,49.78245165630904,50.753689143491066,50.55423256189762,4245082
2010-09-20,50.85561914742109,51.507480581846956,50.91607122425008,51.25432402833858,51.148020737507295,4879981
2010-09-21,51.43704031525842,52.08932209538874,50.22344288225914,51.20889237595568,51.23541349387554,7099590
2010-09-22,50.15519671186348,50.55962094010976,49.48098756587482,50.389495918161245,50.169797757656575,3615100
2010-09-23,49.21507710998238,49.73723703503692,48.63760008578365,48.90204595374936,48.72415389473567,5207673
2010-09-24,48.9634994940834,48.49575569369788,47.703767095529095,48.48292826195631,48.328306847642736,2109004
2010-09-27,48.948706458017234,49.87202281075506,48.38372995337703,49.36672431655376,49.431879552544046,3757556
2010-09-28,49.58146173453892,50.37162878409909,49.35753210865088,49.60821532095793,49.6656565737557,9453731
2010-09-29,48.68220918503023,49.29456654497265,47.967161960452366,48.389873802519915,48.414439273446334,1993328
2010-09-30,48.87125708195431,49.474022843591364,48.08493564653376,48.590451988645064,48.46921950319959,9526941
2010-10-01,49.257980310101225,49.806450909756414,48.71411543681241,49.003166628647875,48.94001119618427,9104542
2010-10-04,48.00129852226286,49.0019762164405,48.13200741765102,48.14670645272072,47.952525834352215,6187143
2010-10-05,48.28322537974414,48.52038591643016,48.115061450307806,48.32782881894022,48.19563316777205,4508739
2010-10-06,48.50538968518004,48.68860155507937,48.14044413831749,48.413434797660194,48.605977558165385,9403167
2010-10-07,47.746189284190564,47.57121362699829,46.87823541310813,47.297861760103544,47.52474569920739,2979772
2010-10-08,47.51858495115935,48.042627982325584,47.51987263244493,47.6830463807258,47.75345496943225,9323274
2010-10-11,48.679741670400155,48.650949603830114,47.428166961367765,48.271228167368,48.47243388971536,1492461
2010-10-12,49.15388582896182,49.91949777024663,48.685482798053286,49.38167667081725,49.45216501454726,4424844
2010-10-13,50.95647806508039,50.62423583654557,50.3768867604702,50.462875983126125,50.22731350482465,4137731
2010-10-14,49.27984573555372,49.791582347017865,48.47404921473798,49.11260387544301,49.35657691600879,3827585
2010-10-15,48.16699957481721,48.363717532508254,47.57202280416455,48.20217609580185,48.00886237803264,6506389
2010-10-18,48.85515206403623,49.04712593353792,47.81239608595335,48.744608623284485,48.833636654581404,8576964
2010-10-19,49.06157220544038,49.781947101029665,49.282814113734304,49.28579183447067,49.16397520002794,6030419
2010-10-20,49.603186411065295,50.621941358683195,49.581156044758096,49.82823678105069,49.77441287422172,8207294
2010-10-21,53.29325845563087,54.502679209548155,52.71176225374448,53.70836553197939,53.78674439738839,9264258
2010-10-22,53.88746056944876,55.007789512721075,53.29423183543748,54.30665330294653,54.27216170793156,7049412
2010-10-25,55.30062440264806,55.64242986298379,54.67020316092365,55.469616203401095,55.33124505968593,2431483
2010-10-26,56.747784398873726,57.0686405298742,55.58645288923103,56.45101522716827,56.3575584189138,7877389
2010-10-27,57.25317117103457,57.229719768457386,57.025275670108826,57.12980373874804,57.0392804889259,2118127
2010-10-28,56.39013452838564,57.27093279322351,56.257737851767864,56.84193175438167,57.1030203347138,2315560
2010-10-29,58.0342740653614,58.104903313803185,57.361383561385104,57.62829823514891,57.800383834534244,8950389
2010-11-01,56.99819191242046,56.92816205979908,56.67670623153673,56.882870280885314,56.85929163233611,8912425
2010-11-02,57.195814434360365,56.98400594569827,55.75499528153412,56.67344893441928,56.50332709699713,6248579
2010-11-03,56.406823810664214,57.289928567736226,56.06365796627954,56.215482646864146,56.3903218543578,8859689
2010-11-04,55.958840128324624,57.3990164882595,55.796820282777986,56.32475404652444,56.131662916829484,4563863
2010-11-05,58.636048943491744,59.08020795957421,57.56554205080848,58.66680987347192,58.49694729289075,4564222
2010-11-08,56.99571522823846,56.875926888931424,56.615736592505804,56.826941941154146,56.75080144912622,6387550
2010-11-09,56.997720754685524,57.74670399494227,56.41511283573985,57.54059939180263,57.759454023471775,9849258
2010-11-10,55.41241413342407,56.39421391606362,54.8425675124805,55.95528078088695,55.74924597744851,4365275
2010-11-11,55.09930385602894,56.56298534025429,54.893891718486344,55.51074617537149,55.301045557029624,6893641
2010-11-12,56.345843604846394,56.78700788557758,56.43440025367326,56.62709403261283,56.623682243574976,3062904
2010-11-15,56.63885356894708,57.58488492258412,56.36018969498788,56.718771311982266,56.59195411810749,9544454
2010-11-16,55.65444041373901,55.789427507546016,55.1958068561851,55.668423794326934,55.70668355614875,5281724
2010-11-17,54.582488758834444,56.059518330421106,54.64038122768771,54.980517345340935,54.95392694437441,9663804
2010-11-18,55.88062726863334,56.11253782472639,55.37495440811959,55.68751235454958,55.65129269886341,8423606
2010-11-19,55.09026513081974,55.837061319628106,53.91539085838922,54.98454298310642,54.771188094277775,5848763
2010-11-22,55.001370458488516,55.606813972124556,55.05899695585306,55.22839883296237,55.0301563242814,9143015
2010-11-23,54.76346245860432,55.99558688345895,54.49028720322832,55.30136793314015,55.47892877860853,3167067
2010-11-24,54.21530455470433,54.88714274817586,54.67671617654231,54.67716484580831,54.88815458634193,4415533
2010-11-25,56.72536639090027,57.014527731810865,56.17066431190529,56.84850619540761,56.697677747162444,5389923
2010-11-26,57.11182500525367,58.5887805207904,56.45630808685233,57.50982247799959,57.28752429861913,5528951
2010-11-29,55.37531716107435,56.53088728139598,55.19240075869829,55.512077151615955,55.26416946999399,1619694
2010-11-30,55.86879062031818,56.7150293448479,55.51915658117625,55.725928726659355,55.786278577705836,9117363
2010-12-01,55.143587174663686,55.780661354931674,54.373498658658114,55.09153952216494,55.21018092234175,3969514
2010-12-02,55.67044103440803,56.87616770131478,55.17366457495592,55.97137011723514,55.90018012553991,4814619
2010-12-03,55.033807157735495,55.28247204240312,54.44657498858692,55.20624663907641,55.30543894163419,2987450
2010-12-06,55.24461295937554,55.4879715822412,54.76689950669071,55.11890745788348,55.236288030355134,7553153
2010-12-07,56.05293296782354,56.00045168106342,55.370584206638945,55.65129199713791,55.8935656013451,6164808
2010-12-08,56.8308007160053,57.26328868354316,55.46340650188847,56.54444445158201,56.29840466743349,6238905
2010-12-09,55.43068214490189,55.765743944406715,54.34905489375884,55.37154530480021,55.201162476922484,8780226
2010-12-10,54.9127861469367,55.22799018852946,54.56080365654669,55.06444132923323,54.82685257482269,8816189
2010-12-13,54.46948367889528,55.26843685038442,53.692563676735354,54.61689327834625,54.81788013218722,4342624
2010-12-14,54.400663412393094,54.870348721028726,53.50253371847111,53.99096130604651,54.148931926406696,7463112
2010-12-15,55.26975780452971,56.21013891628077,55.310332055774886,55.783812806601574,55.82545099955224,5195380
2010-12-16,56.7648422962962,56.36490464692019,56.03993945931848,56.2161917778365,55.982143201989565,6408091
2010-12-17,55.16346117853294,55.19899406670164,54.51380591477475,54.98270508377543,54.85806608647264,5916274
2010-12-20,56.130577546414045,56.19360344732912,55.32683158407529,55.92796429110418,55.81483311995836,8508806
2010-12-21,57.540878972316214,58.42586390398758,58.05137783887769,58.07751774839079,58.11279588883758,2731471
2010-12-22,59.2621947663915,59.89764459961009,58.61210667582466,59.13738026921591,58.994293766747816,2671207
2010-12-23,57.62785806493599,58.33824251112873,56.74457561030198,57.64540756353587,57.399238536628616,7230194
2010-12-24,56.73767193345152,57.98472699917425,56.410753510766384,57.18857075094358,57.320540413205464,1159270
2010-12-27,58.22312395623696,58.906882355539445,57.73996297185187,58.48287916040418,58.36537548337728,7668470
2010-12-28,58.25383081708728,58.755191203129584,56.75111345638345,57.802606955059375,57.77507798779504,5027555
2010-12-29,58.33208396608736,58.511683010959594,58.25280776026971,58.273823643479574,58.05685075498333,6957353
2010-12-30,58.97355516024844,59.63003462057071,58.41769370906006,59.075854957182884,59.25458795407168,4511672
2010-12-31,57.67912613808756,59.10823512114131,57.26022054725216,58.17632174587877,58.214445781444226,8123648
2011-01-03,58.39319212116959,58.35369723612102,57.514683463662365,58.14419365009094,58.37769237426534,4443148
2011-01-04,55.153176797608744,55.05101989802028,54.57448982017145,54.93032357029585,54.92783608523496,2519346
2011-01-05,54.056348226294595,54.88653362650157,53.78636424674899,53.93333318923553,54.17140876759989,3024108
2011-01-06,53.71918605549288,54.07652473780252,52.75477466789797,53.70816229811634,53.91862750932018,4683364
2011-01-07,52.41826618663405,53.20567282016034,51.99359095286403,52.487776376425465,52.52790845490152,2881686
2011-01-10,54.248593029232524,54.17503625468123,53.196628596302226,54.14758494063107,54.382527758605086,7960768
2011-01-11,52.46360053371925,53.4727690887349,52.12682728407398,52.74484082294441,52.651529264307044,3097470
2011-01-12,52.79403469197669,52.6630390971612,51.626554549162506,52.3321935965214,52.26188119299567,8679530
2011-01-13,52.583548519405525,52.54884855166593,51.646012743023824,52.49033143408146,52.25175130428102,5482459
2011-01-14,53.75524463803021,54.61709974361936,53.24765447665232,53.95900198342156,54.007133902471494,5475235
2011-01-17,52.49765007526488,52.80362448988755,52.13217717911701,52.55053709251609,52.667159330650776,3471582
2011-01-18,54.069654829509474,54.15684702380129,53.18903366343133,53.741098104945024,53.88809032130888,5126660
